title,institution,level,language,n_enrolled,price,price_certificate
Big Data sin misterios,Inter-American Development Bank,Intermediate,Español,"65,564",FREE-Add a Verified Certificate for $25 USD,25.0
Becoming a Successful Leader (Inclusive Leadership Training),Catalyst,Introductory,English,"215,705",FREE-Add a Verified Certificate for $49 USD,49.0
"English for Journalists, Part 1","University of California, Berkeley",Intermediate,English,"50,847",FREE-Add a Verified Certificate for $139 USD,139.0
Introduction to Networking,New York University,Introductory,English,"16,134",FREE-Add a Verified Certificate for $150 USD,150.0
Accounting Essentials,Imperial College Business School-Imperial College London,Introductory,English,"58,463",FREE-Add a Verified Certificate for $79 USD,79.0
Introduction to Java Programming: Starting to code in Java,Universidad Carlos III de Madrid,Introductory,English,"325,554",FREE-Add a Verified Certificate for $149 USD,149.0
European Paintings: From Leonardo to Rembrandt to Goya,Universidad Carlos III de Madrid,Introductory,English,"60,734",FREE-Add a Verified Certificate for $99 USD,99.0
Java Programming Fundamentals,Universidad Galileo,Intermediate,English,"12,042",FREE-Add a Verified Certificate for $49 USD,49.0
"Hollywood: History, Industry, Art",University of Pennsylvania,Introductory,English,"50,033",FREE-Add a Verified Certificate for $169 USD,169.0
Data Science Tools,IBM,Introductory,English,"15,627",FREE-Add a Verified Certificate for $39 USD,39.0
Statistical Thinking for Data Science and Analytics,Columbia University,Introductory,English,"198,861",FREE-Add a Verified Certificate for $99 USD,99.0
Philosophy and Critical Thinking,The University of Queensland,Introductory,English,"97,175",FREE-Add a Verified Certificate for $99 USD,99.0
International Law,Université catholique de Louvain,Advanced,English,"91,868",FREE-Add a Verified Certificate for $150 USD,150.0
Tourism and Travel Management,The University of Queensland,Introductory,English,"38,503",FREE-Add a Verified Certificate for $5 USD,5.0
Project Management Life Cycle,Rochester Institute of Technology,Intermediate,English,"120,019",FREE-Add a Verified Certificate for $150 USD,150.0
Solar Energy,Delft University of Technology,Introductory,English,"125,069",FREE-Add a Verified Certificate for $50 USD,50.0
Public Speaking,Rochester Institute of Technology,Introductory,English,"10,129",FREE-Add a Verified Certificate for $199 USD,199.0
Japanese Pronunciation for Communication,Waseda University,Introductory,日本語,"62,757",FREE-Add a Verified Certificate for $99 USD,99.0
Mindfulness and Resilience to Stress at Work,"University of California, Berkeley",Introductory,English,"33,414",FREE-Add a Verified Certificate for $199 USD,199.0
Framing Your Communication to Inspire and Convince,Delft University of Technology,Intermediate,English,"49,351",FREE-Add a Verified Certificate for $125 USD,125.0
Business Foundations,University of British Columbia,Introductory,English,"55,154",FREE-Add a Verified Certificate for $150 USD,150.0
The Chemistry of Life,Kyoto University,Introductory,English,"78,704",FREE-Add a Verified Certificate for $49 USD,49.0
Nutrition and Health: Micronutrients and Malnutrition,Wageningen University & Research,Intermediate,English,"78,266",FREE-Add a Verified Certificate for $99 USD,99.0
Digital Design,The Hong Kong University of Science and Technology,Introductory,English,"12,339",FREE-Add a Verified Certificate for $50 USD,50.0
Machine Learning for Data Science and Analytics,Columbia University,Introductory,English,"140,419",FREE-Add a Verified Certificate for $99 USD,99.0
The Science of Everyday Thinking,The University of Queensland,Introductory,English,"318,399",FREE-Add a Verified Certificate for $99 USD,99.0
Gestion de projets de développement,Inter-American Development Bank,Intermediate,Français,"41,663",FREE-Add a Verified Certificate for $25 USD,25.0
Product Management Fundamentals,"The University of Maryland, College Park-University System of Maryland",Introductory,English,"11,913",FREE-Add a Verified Certificate for $199 USD,199.0
International Human Rights Law,Université catholique de Louvain,Advanced,English,"74,424",FREE-Add a Verified Certificate for $150 USD,150.0
The Best Start in Life: Early Childhood Development for Sustainable Development,SDG Academy,Intermediate,English,"23,139",FREE-Add a Verified Certificate for $49 USD,49.0
Data Science and Machine Learning Capstone Project,IBM,Intermediate,English,"21,809",FREE-Add a Verified Certificate for $99 USD,99.0
"Data Science for Construction, Architecture and Engineering",The National University of Singapore,Introductory,English,"11,113",FREE-Add a Verified Certificate for $199 USD,199.0
"Nutrition, Heart Disease and Diabetes",Wageningen University & Research,Intermediate,English,"24,986",FREE-Add a Verified Certificate for $99 USD,99.0
Project Management for Development,Inter-American Development Bank,Intermediate,English,"62,099",FREE-Add a Verified Certificate for $49 USD,49.0
Introduction to Cloud Infrastructure Technologies,The Linux Foundation,Introductory,English,"86,923",FREE-Add a Verified Certificate for $169 USD,169.0
"Circular Fashion: Design, Science and Value in a Sustainable Clothing Industry",Wageningen University & Research,Introductory,English,"13,566",FREE-Add a Verified Certificate for $65 USD,65.0
Machine Learning,Columbia University,Advanced,English,"150,855",FREE-Add a Verified Certificate for $249 USD,249.0
Introducción a la gestión de proyectos,Universitat Politècnica de Valencia,Introductory,Español,"98,517",FREE-Add a Verified Certificate for $50 USD,50.0
Free Cash Flow Analysis,Columbia University,Introductory,English,"36,085",FREE-Add a Verified Certificate for $225 USD,225.0
Lean Production,Technische Universität München,Introductory,English,"55,926",FREE-Add a Verified Certificate for $99 USD,99.0
Introduction to Algebra,SchoolYourself,Introductory,English,"131,197",FREE-Add a Verified Certificate for $139 USD,139.0
"LaTeX for Students, Engineers, and Scientists",IITBombay,Introductory,English,"11,823",FREE-Add a Verified Certificate for $139 USD,139.0
Leading With Effective Communication (Inclusive Leadership Training),Catalyst,Introductory,English,"107,770",FREE-Add a Verified Certificate for $50 USD,50.0
Anatomy: Musculoskeletal and Integumentary Systems,The University of Michigan,Introductory,English,"51,969",FREE-Add a Verified Certificate for $49 USD,49.0
"Inglés empresarial: ventas, gestión y liderazgo",Universidades Anáhuac,Introductory,English,"10,897",FREE-Add a Verified Certificate for $49 USD,49.0
Business Strategy from Wharton: Competitive Advantage,The Wharton School of the University of Pennsylvania,Intermediate,English,"26,675",FREE-Add a Verified Certificate for $199 USD,199.0
Inteligencia emocional para el liderazgo efectivo y colaboración,Universidades Anáhuac,Introductory,Español,"14,726",FREE-Add a Verified Certificate for $49 USD,49.0
Introducción al desarrollo de aplicaciones web,Universidad Autónoma de Madrid,Introductory,Español,"27,757",FREE-Add a Verified Certificate for $49 USD,49.0
"Six Sigma: Analyze, Improve, Control",Technische Universität München,Introductory,English,"56,016",FREE-Add a Verified Certificate for $99 USD,99.0
Introducción a la inteligencia emocional,Universidades Anáhuac,Introductory,Español,"18,830",FREE-Add a Verified Certificate for $49 USD,49.0
AP® Microeconomics,Massachusetts Institute of Technology,Introductory,English,"53,664",FREE-Add a Verified Certificate for $49 USD,49.0
Engineering Calculus and Differential Equations,University of Hong Kong,Introductory,English,"21,535",FREE-Add a Verified Certificate for $50 USD,50.0
Linear Algebra - Foundations to Frontiers,The University of Texas at Austin,Intermediate,English,"88,570",FREE-Add a Verified Certificate for $49 USD,49.0
Habilidades de negociación y comunicación efectiva,Tecnológico de Monterrey,Introductory,Español,"19,614",FREE-Add a Verified Certificate for $149 USD,149.0
Effective Communication for Today's Leader,Tecnológico de Monterrey,Intermediate,English,"8,862",FREE-Add a Verified Certificate for $149 USD,149.0
Electric Cars: Technology,Delft University of Technology,Intermediate,English,"40,972",FREE-Add a Verified Certificate for $50 USD,50.0
Site Planning Online,Massachusetts Institute of Technology,Intermediate,English,"12,948",FREE-Add a Verified Certificate for $99 USD,99.0
Macroeconometric Forecasting,The International Monetary Fund,Intermediate,English,"69,358",FREE-Add a Verified Certificate for $25 USD,25.0
Administración pública y fiscal: cómo se gestiona un gobierno,Inter-American Development Bank,Introductory,Español,"49,189",FREE-Add a Verified Certificate for $25 USD,25.0
Fundamentals of Red Hat Enterprise Linux,Red Hat,Introductory,English,"53,788",FREE-Add a Verified Certificate for $99 USD,99.0
Algorithms,IITBombay,Intermediate,English,"61,722",FREE-Add a Verified Certificate for $149 USD,149.0
Calculus Applied!,Harvard University,Intermediate,English,"54,976",FREE-Add a Verified Certificate for $99 USD,99.0
Precalculus,Arizona State University,Intermediate,English,"55,576",FREE-Add a Verified Certificate for $49 USD,49.0
Fundamentos de anatomía y técnica quirúrgica básica,Universidad del Rosario,Introductory,Español,"12,133",FREE-Add a Verified Certificate for $49 USD,49.0
Business Communications,University of British Columbia,Introductory,English,"60,713",FREE-Add a Verified Certificate for $150 USD,150.0
Italian Language and Culture: Intermediate (2019-2020),Wellesley College,Intermediate,Italiano,"35,058",FREE-Add a Verified Certificate for $49 USD,49.0
International Women's Health and Human Rights,Stanford University,Introductory,English,"9,796",FREE-Add a Verified Certificate for $50 USD,50.0
Blockchain: Understanding Its Uses and Implications,The Linux Foundation,Introductory,English,"66,769",FREE-Add a Verified Certificate for $199 USD,199.0
"A-level Mathematics for Year 12 - Course 1: Algebraic Methods, Graphs and Applied Mathematics Methods",Imperial College London,Intermediate,English,"22,366",FREE-Add a Verified Certificate for $49 USD,49.0
Blockchain Technology,"University of California, Berkeley",Intermediate,English,"55,376",FREE-Add a Verified Certificate for $99 USD,99.0
Basics of Power BI,Rolls-Royce,Introductory,English,"8,314",FREE-Add a Verified Certificate for $49 USD,49.0
Preparing to Network in English,University of Washington,Introductory,English,"34,337",FREE-Add a Verified Certificate for $149 USD,149.0
Mandarin Chinese Essentials,MandarinX,Introductory,English,"36,665",FREE-Add a Verified Certificate for $99 USD,99.0
Human Rights: The Rights of Refugees,Amnesty International,Introductory,English,"84,270",FREE-Add a Verified Certificate for $49 USD,49.0
What do Architects and Urban Planners do?,Wits University,Introductory,English,"11,046",FREE-Add a Verified Certificate for $49 USD,49.0
"U.S. Political Institutions: Congress, Presidency, Courts, and Bureaucracy",Harvard University,Introductory,English,"22,723",FREE-Add a Verified Certificate for $49 USD,49.0
Negotiation Skills and Effective Communication,Tecnológico de Monterrey,Intermediate,English,"8,146",FREE-Add a Verified Certificate for $149 USD,149.0
AP® English Literature & Composition – Part 1: Stories,"University of California, Berkeley",Introductory,English,"15,650",FREE-Add a Verified Certificate for $49 USD,49.0
"Viruses & How to Beat Them: Cells, Immunity, Vaccines",IsraelX-Tel Aviv University,Introductory,English,"28,710",FREE-Add a Verified Certificate for $149 USD,149.0
Alianzas: un vehículo para lograr el desarrollo sostenible,Inter-American Development Bank,Introductory,Español,"17,554",FREE-Add a Verified Certificate for $25 USD,25.0
Designing and Creating Skirts,The Hong Kong Polytechnic University,Introductory,English,"13,954",FREE-Add a Verified Certificate for $99 USD,99.0
Cómo Aprender Online,edX,Introductory,Español,"7,958",FREE-Add a Verified Certificate for $49 USD,49.0
Computing in Python II: Control Structures,The Georgia Institute of Technology,Introductory,English,"31,511",FREE-Add a Verified Certificate for $99 USD,99.0
Facebook Ads: Cómo utilizar el poder de la publicidad en Facebook,Universidad Galileo,Introductory,Español,"29,614",FREE-Add a Verified Certificate for $49 USD,49.0
Machine Learning Fundamentals,"The University of California, San Diego",Advanced,English,"82,008",FREE-Add a Verified Certificate for $350 USD,350.0
Pre-University Calculus,Delft University of Technology,Introductory,English,"103,224",FREE-Add a Verified Certificate for $50 USD,50.0
Tsinghua Chinese: Start Talking with 1.3 Billion People,Tsinghua University,Introductory,English,"58,834",FREE-Add a Verified Certificate for $49 USD,49.0
Deep Learning with Python and PyTorch,IBM,Intermediate,English,"36,195",FREE-Add a Verified Certificate for $99 USD,99.0
Diseña presentaciones eficaces con Powerpoint,Universitat Politècnica de Valencia,Introductory,Español,"36,663",FREE-Add a Verified Certificate for $50 USD,50.0
World of Wine: From Grape to Glass,University of Adelaide,Introductory,English,"81,839",FREE-Add a Verified Certificate for $199 USD,199.0
Sustainable Cities,SDG Academy,Intermediate,English,"16,619",FREE-Add a Verified Certificate for $49 USD,49.0
Introduction to Developmental Psychology,The University of Queensland,Introductory,English,"38,060",FREE-Add a Verified Certificate for $99 USD,99.0
Creativity & Entrepreneurship,Berklee College of Music,Introductory,English,"69,413",FREE-Add a Verified Certificate for $49 USD,49.0
College Algebra and Problem Solving,Arizona State University,Introductory,English,"103,010",FREE-Add a Verified Certificate for $49 USD,49.0
Academic writing for clarity and meaning,Wits University,Introductory,English,"16,220",FREE-Add a Verified Certificate for $49 USD,49.0
Financial Development and Financial Inclusion,The International Monetary Fund,Intermediate,English,"13,853",FREE-Add a Verified Certificate for $25 USD,25.0
Global Public Health,SDG Academy,Intermediate,English,"17,273",FREE-Add a Verified Certificate for $49 USD,49.0
Embedded Systems - Shape The World: Microcontroller Input/Output,The University of Texas at Austin,Intermediate,English,"69,182",FREE-Add a Verified Certificate for $49 USD,49.0
Introduction to Animal Behaviour,Wageningen University & Research,Introductory,English,"42,135",FREE-Add a Verified Certificate for $49 USD,49.0
Circular Economy: An Introduction,Delft University of Technology,Introductory,English,"50,240",FREE-Add a Verified Certificate for $50 USD,50.0
Public Financial Management,The International Monetary Fund,Intermediate,English,"23,288",FREE-Add a Verified Certificate for $25 USD,25.0
Anatomy: Human Neuroanatomy,The University of Michigan,Introductory,English,"49,319",FREE-Add a Verified Certificate for $49 USD,49.0
Android: Introducción a la Programación,Universitat Politècnica de Valencia,Introductory,Español,"85,786",FREE-Add a Verified Certificate for $50 USD,50.0
The Ancient Greek Hero,Harvard University,Introductory,English,"51,744",FREE-Add a Verified Certificate for $99 USD,99.0
Agile Leadership Principles and Practices,"The University of Maryland, College Park-University System of Maryland",Advanced,English,"31,838",FREE-Add a Verified Certificate for $199 USD,199.0
How to Code: Simple Data,University of British Columbia,Introductory,English,"98,113",FREE-Add a Verified Certificate for $125 USD,125.0
Cybersecurity and Privacy in the IoT,Curtin University,Introductory,English,"21,440",FREE-Add a Verified Certificate for $199 USD,199.0
Strategic Management,Indian Institute of Management Bangalore,Introductory,English,"71,085",FREE-Add a Verified Certificate for $150 USD,150.0
Introducción a la ciencia de datos y sus aplicaciones,IBM,Introductory,Español,"7,303",FREE-Add a Verified Certificate for $39 USD,39.0
"Biochemistry: Biomolecules, Methods, and Mechanisms",Massachusetts Institute of Technology,Intermediate,English,"18,692",FREE-Add a Verified Certificate for $150 USD,150.0
Astronomía Virtual,Universidad Nacional de Córdoba,Introductory,Español,"10,500",FREE-Add a Verified Certificate for $29 USD,29.0
Nutrition and Cancer,Wageningen University & Research,Intermediate,English,"27,144",FREE-Add a Verified Certificate for $99 USD,99.0
Build your very first iOS app,Curtin University,Introductory,English,"31,570",FREE-Add a Verified Certificate for $149 USD,149.0
Object-Oriented Programming,IITBombay,Introductory,English,"93,633",FREE-Add a Verified Certificate for $149 USD,149.0
Introduction to Jenkins,The Linux Foundation,Introductory,English,"7,233",FREE-Add a Verified Certificate for $199 USD,199.0
Conducting an Informational Interview,University of Washington,Introductory,English,"15,594",FREE-Add a Verified Certificate for $99 USD,99.0
Liderazgo y comportamiento organizacional,Tecnológico de Monterrey,Introductory,Español,"21,419",FREE-Add a Verified Certificate for $149 USD,149.0
Creative Coding,New York University,Introductory,English,"18,660",FREE-Add a Verified Certificate for $249 USD,249.0
Análisis estadístico con Excel,Universidad Galileo,Introductory,Español,"22,717",FREE-Add a Verified Certificate for $49 USD,49.0
Introducción a la Ingeniería del Software,Universidad Autónoma de Madrid,Introductory,Español,"17,931",FREE-Add a Verified Certificate for $49 USD,49.0
Computer Graphics,"The University of California, San Diego",Intermediate,English,"98,553",FREE-Add a Verified Certificate for $99 USD,99.0
Data Science: Computational Thinking with Python,"University of California, Berkeley",Introductory,English,"78,232",FREE-Add a Verified Certificate for $199 USD,199.0
Comunicación efectiva para el líder actual,Tecnológico de Monterrey,Introductory,Español,"18,470",FREE-Add a Verified Certificate for $149 USD,149.0
Debate y argumentación,Universidad del Rosario,Introductory,Español,"10,954",FREE-Add a Verified Certificate for $49 USD,49.0
Deep Learning with Tensorflow,IBM,Intermediate,English,"37,564",FREE-Add a Verified Certificate for $99 USD,99.0
Machine Learning (aprendizaje automático) con Python: una introducción práctica,IBM,Introductory,Español,"39,155",FREE-Add a Verified Certificate for $49 USD,49.0
Essential Human Biology: Cells and Tissues,University of Adelaide,Introductory,English,"67,961",FREE-Add a Verified Certificate for $169 USD,169.0
"Writing, Presenting and Submitting Scientific Papers in English | 英文科技论文写作与学术报告",Tsinghua University,Intermediate,English,"35,720",FREE-Add a Verified Certificate for $49 USD,49.0
Computing in Python III: Data Structures,The Georgia Institute of Technology,Introductory,English,"27,239",FREE-Add a Verified Certificate for $99 USD,99.0
Introduction to Internet of Things (IoT),Rolls-Royce,Introductory,English,"6,703",FREE-Add a Verified Certificate for $49 USD,49.0
Nutrition and Health: Food Risks,Wageningen University & Research,Introductory,English,"51,493",FREE-Add a Verified Certificate for $49 USD,49.0
Mechanics: Kinematics and Dynamics,Massachusetts Institute of Technology,Intermediate,English,"35,529",FREE-Add a Verified Certificate for $49 USD,49.0
Storytelling for Social Change,The University of Michigan,Introductory,English,"30,313",FREE-Add a Verified Certificate for $49 USD,49.0
Introduction to Data Analytics for Managers,The University of Michigan,Introductory,English,"39,113",FREE-Add a Verified Certificate for $49 USD,49.0
Qualitative Research Methods: Conversational Interviewing,Massachusetts Institute of Technology,Intermediate,English,"21,972",FREE-Add a Verified Certificate for $49 USD,49.0
International Project Management,Rochester Institute of Technology,Advanced,English,"45,145",FREE-Add a Verified Certificate for $150 USD,150.0
Software Development Fundamentals,University of Pennsylvania,Intermediate,English,"51,402",FREE-Add a Verified Certificate for $149 USD,149.0
"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",Harvard University,Introductory,English,"17,484",FREE-Add a Verified Certificate for $49 USD,49.0
Critical Thinking & Problem Solving,Rochester Institute of Technology,Introductory,English,"6,558",FREE-Add a Verified Certificate for $199 USD,199.0
Data Analysis Essentials,Imperial College Business School-Imperial College London,Introductory,English,"42,262",FREE-Add a Verified Certificate for $79 USD,79.0
Master Control in Supply Chain Management and Logistics,Chalmers University of Technology,Introductory,English,"31,326",FREE-Add a Verified Certificate for $49 USD,49.0
Work and Employment for a Sustainable Future,SDG Academy,Intermediate,English,"6,528",FREE-Add a Verified Certificate for $49 USD,49.0
Foundations of Data Structures,IITBombay,Intermediate,English,"54,075",FREE-Add a Verified Certificate for $149 USD,149.0
"Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",The International Monetary Fund,Intermediate,English,"31,024",FREE-Add a Verified Certificate for $25 USD,25.0
IoT System Design: Software and Hardware Integration,Waseda University,Intermediate,English,"13,608",FREE-Add a Verified Certificate for $99 USD,99.0
English for Doing Business in Asia – Writing,The Hong Kong University of Science and Technology,Introductory,English,"44,252",FREE-Add a Verified Certificate for $60 USD,60.0
Working in Teams: A Practical Guide,The University of Queensland,Introductory,English,"43,981",FREE-Add a Verified Certificate for $49 USD,49.0
Introducción a los encofrados y las cimbras en obra civil y edificación,Universitat Politècnica de Valencia,Introductory,Español,"16,029",FREE-Add a Verified Certificate for $50 USD,50.0
AI Chatbots without Programming,IBM,Introductory,English,"35,440",FREE-Add a Verified Certificate for $99 USD,99.0
Introducción a la Ciencia de Datos y el Big Data,Tecnológico de Monterrey,Intermediate,Español,"16,268",FREE-Add a Verified Certificate for $49 USD,49.0
Just Money: Banking as if Society Mattered,Massachusetts Institute of Technology,Introductory,English,"25,553",FREE-Add a Verified Certificate for $49 USD,49.0
Introducción a R,Universidades Anáhuac,Introductory,Español,"6,431",FREE-Add a Verified Certificate for $49 USD,49.0
Computing in Python IV: Objects & Algorithms,The Georgia Institute of Technology,Introductory,English,"28,112",FREE-Add a Verified Certificate for $99 USD,99.0
Adobe Illustrator: aprende a crear presentaciones de impacto,Pontificia Universidad Javeriana,Introductory,Español,"18,613",FREE-Add a Verified Certificate for $15 USD,15.0
Teaching Critical Thinking through Art with the National Gallery of Art,The Smithsonian Institution,Introductory,English,"18,595",FREE-Add a Verified Certificate for $25 USD,25.0
Word intermedio: herramientas de formato y productividad,Universitat Politècnica de Valencia,Intermediate,Español,"10,265",FREE-Add a Verified Certificate for $50 USD,50.0
Introducción a las finanzas: Principios de valoración,Universidad del Rosario,Intermediate,Español,"17,344",FREE-Add a Verified Certificate for $49 USD,49.0
Aprende a diseñar jardines verticales y cuadros vivos,Universidad Nacional de Córdoba,Introductory,Español,"6,341",FREE-Add a Verified Certificate for $29 USD,29.0
"Anatomy: Cardiovascular, Urinary, and Respiratory Systems",The University of Michigan,Introductory,English,"36,917",FREE-Add a Verified Certificate for $49 USD,49.0
Software Engineering: Introduction,University of British Columbia,Advanced,English,"35,524",FREE-Add a Verified Certificate for $125 USD,125.0
Structure of Materials,Massachusetts Institute of Technology,Intermediate,English,"13,042",FREE-Add a Verified Certificate for $150 USD,150.0
Fundamentos de fotografía documental,Universidad del Rosario,Introductory,Español,"13,036",FREE-Add a Verified Certificate for $49 USD,49.0
AP® Italian Language and Culture (2020-2021),Wellesley College,Advanced,Italiano,"39,398",FREE-Add a Verified Certificate for $49 USD,49.0
Computer Hardware and Operating Systems,New York University,Introductory,English,"9,715",FREE-Add a Verified Certificate for $150 USD,150.0
Marketing Management,"The University of Maryland, College Park-University System of Maryland",Advanced,English,"43,415",FREE-Add a Verified Certificate for $214 USD,214.0
You Can Innovate: User  Innovation & Entrepreneurship,Massachusetts Institute of Technology,Introductory,English,"18,974",FREE-Add a Verified Certificate for $49 USD,49.0
Analytics in Python,Columbia University,Intermediate,English,"82,210",FREE-Add a Verified Certificate for $249 USD,249.0
Bases Matemáticas: Álgebra,Universitat Politècnica de Valencia,Introductory,Español,"35,811",FREE-Add a Verified Certificate for $50 USD,50.0
HTML5 Apps and Games,The World Wide Web Consortium (W3C),Advanced,English,"86,850",FREE-Add a Verified Certificate for $199 USD,199.0
MATLAB and Octave for Beginners,École polytechnique fédérale de Lausanne,Introductory,English,"68,706",FREE-Add a Verified Certificate for $139 USD,139.0
AP Physics 1,Rice University,Introductory,English,"43,401",FREE-Add a Verified Certificate for $49 USD,49.0
The Divine Comedy: Dante's Journey to Freedom,Georgetown University,Introductory,English,"12,005",FREE-Add a Verified Certificate for $49 USD,49.0
Linux Basics: The Command Line Interface,Dartmouth_IMTx-Dartmouth College-IMT,Introductory,English,"32,726",FREE-Add a Verified Certificate for $49 USD,49.0
Entrepreneurial Operations: Launching a Startup,Babson College,Intermediate,English,"23,808",FREE-Add a Verified Certificate for $149 USD,149.0
Maths Essentials,Imperial College Business School-Imperial College London,Introductory,English,"44,642",FREE-Add a Verified Certificate for $79 USD,79.0
"Marketing Analytics: Products, Distribution and Sales","University of California, Berkeley",Intermediate,English,"50,588",FREE-Add a Verified Certificate for $249 USD,249.0
Marketing Innovative Products and Services,"The University of Maryland, College Park-University System of Maryland",Introductory,English,"6,293",FREE-Add a Verified Certificate for $149 USD,149.0
Just Reading and Writing in English | 生活英语读写,Tsinghua University,Introductory,English,"33,303",FREE-Add a Verified Certificate for $149 USD,149.0
Introduction to Java Programming – Part 1,The Hong Kong University of Science and Technology,Introductory,English,"270,376",FREE-Add a Verified Certificate for $99 USD,99.0
Comunicación y Redacción Digital,Universidades Anáhuac,Introductory,Español,"7,165",FREE-Add a Verified Certificate for $29 USD,29.0
Monetary Policy Analysis and Forecasting,The International Monetary Fund,Advanced,English,"6,616",FREE-Add a Verified Certificate for $25 USD,25.0
Basic Analytical Chemistry,The University of Tokyo,Introductory,English,"19,010",FREE-Add a Verified Certificate for $49 USD,49.0
Identifying Entrepreneurial Opportunities,"The University of Maryland, College Park-University System of Maryland",Introductory,English,"11,922",FREE-Add a Verified Certificate for $149 USD,149.0
"ChinaX Book Club: Five Authors, Five Books, Five Views of China",Harvard University,Introductory,English,"5,855",FREE-Add a Verified Certificate for $139 USD,139.0
Astrophysics: Cosmology,Australian National University,Intermediate,English,"83,322",FREE-Add a Verified Certificate for $50 USD,50.0
Japanese Culture and Language (I) |日语与日本文化（1）,Tsinghua University,Introductory,中文,"18,489",FREE-Add a Verified Certificate for $139 USD,139.0
COVID-19 Training for Healthcare Workers,Stanford University,Introductory,English,"5,742",FREE-Add a Verified Certificate for $10 USD,10.0
The Rise of Superheroes and Their Impact On Pop Culture,The Smithsonian Institution,Introductory,English,"31,368",FREE-Add a Verified Certificate for $50 USD,50.0
Introduction to Aeronautical Engineering,Delft University of Technology,Introductory,English,"99,971",FREE-Add a Verified Certificate for $50 USD,50.0
Diseño de Jardines,Universidad Nacional de Córdoba,Introductory,Español,"5,683",FREE-Add a Verified Certificate for $29 USD,29.0
"Introducción al griego clásico: lengua, nombres y mitología",Universidad Autónoma de Madrid,Introductory,Español,"18,849",FREE-Add a Verified Certificate for $49 USD,49.0
Deep Learning Fundamentals with Keras,IBM,Intermediate,English,"32,140",FREE-Add a Verified Certificate for $99 USD,99.0
Existential Well-being Counseling: A Person-centered Experiential Approach,KU Leuven University,Introductory,English,"48,439",FREE-Add a Verified Certificate for $49 USD,49.0
Solid Waste Management,World Bank Group,Introductory,English,"7,668",FREE-Add a Verified Certificate for $5 USD,5.0
Retail Fundamentals,Dartmouth College,Intermediate,English,"37,558",FREE-Add a Verified Certificate for $99 USD,99.0
Greatest Unsolved Mysteries of the Universe,Australian National University,Intermediate,English,"93,965",FREE-Add a Verified Certificate for $50 USD,50.0
"Money Markets, Foreign Exchange and Time Value of Money",NYIF,Introductory,English,"12,230",FREE-Add a Verified Certificate for $199 USD,199.0
Gestión de Contenidos Digitales y Marketing Turístico de Ciudad,Pontificia Universidad Javeriana,Introductory,Español,"14,627",FREE-Add a Verified Certificate for $49 USD,49.0
Designing the User Experience,"The University of Maryland, College Park-University System of Maryland",Introductory,English,"6,416",FREE-Add a Verified Certificate for $199 USD,199.0
Introduction to Bioconductor,Harvard University,Intermediate,English,"36,370",FREE-Add a Verified Certificate for $149 USD,149.0
Connected Strategy,The Wharton School of the University of Pennsylvania,Intermediate,English,"10,355",FREE-Add a Verified Certificate for $199 USD,199.0
Hybrid Vehicles,Chalmers University of Technology,Advanced,English,"18,294",FREE-Add a Verified Certificate for $249 USD,249.0
First Nights - Handel's Messiah and Baroque Oratorio,Harvard University,Introductory,English,"18,029",FREE-Add a Verified Certificate for $49 USD,49.0
Statistical Inference and Modeling for High-throughput Experiments,Harvard University,Intermediate,English,"51,590",FREE-Add a Verified Certificate for $149 USD,149.0
First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,Harvard University,Introductory,English,"13,300",FREE-Add a Verified Certificate for $49 USD,49.0
18th-Century Opera: Handel & Mozart,Harvard University,Introductory,English,"18,331",FREE-Add a Verified Certificate for $99 USD,99.0
Introduction to video game development with Unity,Universitat Politècnica de Valencia,Intermediate,English,"7,605",FREE-Add a Verified Certificate for $50 USD,50.0
Best Practices for Project Management Success,Rochester Institute of Technology,Intermediate,English,"46,610",FREE-Add a Verified Certificate for $150 USD,150.0
Fundamentos de la Tecnología Blockchain,Pontificia Universidad Javeriana,Introductory,Español,"5,473",FREE-Add a Verified Certificate for $49 USD,49.0
Información financiera y su análisis,Tecnológico de Monterrey,Advanced,Español,"5,473",FREE-Add a Verified Certificate for $49.99 USD,49.99
Coaching Skills for Learner-Centred Conversations,Imperial College London,Introductory,English,"8,089",FREE-Add a Verified Certificate for $49 USD,49.0
Intellectual Property Law and Policy: Part 1,University of Pennsylvania,Intermediate,English,"43,993",FREE-Add a Verified Certificate for $169 USD,169.0
Robotics,Columbia University,Advanced,English,"68,199",FREE-Add a Verified Certificate for $249 USD,249.0
La gestion des ressources humaines,HEC Montréal,Introductory,Français,"6,824",FREE-Add a Verified Certificate for $99 USD,99.0
Writing for Social Justice,"University of California, Berkeley",Introductory,English,"9,927",FREE-Add a Verified Certificate for $50 USD,50.0
Steps in Japanese for Beginners1 Part2,Waseda University,Introductory,English,"8,080",FREE-Add a Verified Certificate for $99 USD,99.0
Case Studies in Functional Genomics,Harvard University,Advanced,English,"26,850",FREE-Add a Verified Certificate for $149 USD,149.0
Essential Career Skills for Investment Banking and Finance,NYIF,Introductory,English,"11,655",FREE-Add a Verified Certificate for $49 USD,49.0
Data Structures and Software Design,University of Pennsylvania,Intermediate,English,"30,609",FREE-Add a Verified Certificate for $149 USD,149.0
